sample_name,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,filename,filename2,filename3,filename4,assembly,fasta_file
N51_2_2,N51_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_2_2_R1.fastq.gz,N51_2_2_R2.fastq.gz,,,,
N51_2_3,N51_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_2_3_R1.fastq.gz,N51_2_3_R2.fastq.gz,,,,
N51_2_4,N51_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_2_4_R1.fastq.gz,N51_2_4_R2.fastq.gz,,,,
N52_1_2,N52_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_1_2_R1.fastq.gz,N52_1_2_R2.fastq.gz,,,,
N52_1_3,N52_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_1_3_R1.fastq.gz,N52_1_3_R2.fastq.gz,,,,
N52_1_4,N52_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_1_4_R1.fastq.gz,N52_1_4_R2.fastq.gz,,,,
N52_2_2,N52_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_2_2_R1.fastq.gz,N52_2_2_R2.fastq.gz,,,,
N52_2_3,N52_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_2_3_R1.fastq.gz,N52_2_3_R2.fastq.gz,,,,
N52_2_4,N52_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N52_2_4_R1.fastq.gz,N52_2_4_R2.fastq.gz,,,,
N53_1_2,N53_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_1_2_R1.fastq.gz,N53_1_2_R2.fastq.gz,,,,
N53_1_3,N53_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_1_3_R1.fastq.gz,N53_1_3_R2.fastq.gz,,,,
N53_1_4,N53_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_1_4_R1.fastq.gz,N53_1_4_R2.fastq.gz,,,,
N53_2_2,N53_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_2_2_R1.fastq.gz,N53_2_2_R2.fastq.gz,,,,
N53_2_3,N53_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_2_3_R1.fastq.gz,N53_2_3_R2.fastq.gz,,,,
N53_2_4,N53_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N53_2_4_R1.fastq.gz,N53_2_4_R2.fastq.gz,,,,
